PERIOD,ID,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,V_43
3,972,29.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,72.83,635.05,634.93,0.12,0.0,0.0,0.0,0.0,0.0,0.0,1.190307,363.72,361.25,2.47,,0.0,209.0,,1.0,0.0,176.0,171.0,5.0,0.0,0.0,47.6,0.3325,1.0,1.1899309999999998,47.6,0.0,0.0
1,973,30.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,130.55,326.07,,0.0,0.0,,0.34,0.0,0.0,0.0,96.218926,451.4,444.33,7.07,0.0,0.0,233.0,226.0,0.0,0.0,256.0,249.0,7.0,0.0,0.0,35.0,1.07,4.0,49.517814,35.0,0.0,0.0
2,973,31.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,0.0,105.07,346.35,345.65,0.0,0.0,,0.7,0.0,,0.0,843.6014560000001,543.47,535.35,8.12,0.0,0.0,204.0,191.0,0.0,0.0,274.0,270.0,4.0,0.0,0.0,35.0,1.23,27.0,740.238793,35.0,0.0,
3,973,31.0,16.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,59.27,370.6,360.05,2.08,0.0,0.0,8.47,0.0,0.0,0.0,1348.437656,440.1,427.93,12.17,0.0,,200.0,183.0,1.0,0.0,247.0,235.0,12.0,0.0,0.0,35.0,1.0475,14.0,,35.0,0.0,0.0
1,974,19.0,16.0,0.0,1.0,0.0,0.0,,1.0,0.0,19.0,0.0,65.37,311.18,306.88,0.0,0.0,0.0,4.3,0.0,,,941.6109730000001,479.4,470.58,7.85,0.97,0.0,,,0.0,0.0,233.0,222.0,9.0,2.0,0.0,,4.41179725466667,13.0,843.391876,49.76,0.0,
2,974,29.0,14.0,1.0,1.0,1.0,0.0,1.0,,0.0,29.0,12.0,76.92,,,36.9,0.0,0.0,,1.0,0.0,0.0,443.94696600000003,,728.07,26.65,0.0,0.0,242.0,218.0,23.0,,335.0,311.0,24.0,0.0,0.0,35.28,3.715,11.0,328.261288,35.28,,0.0
3,974,31.0,21.0,0.0,,1.0,0.0,0.0,1.0,0.0,31.0,2.0,48.53,687.77,687.12,0.65,0.0,0.0,0.0,0.0,0.0,,603.422153,947.17,,25.07,1.27,0.0,291.0,289.0,2.0,0.0,390.0,363.0,26.0,1.0,0.0,29.76,8.54387735546,19.0,119.335507,29.76,18.0,458.61880599999995
1,975,29.0,19.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,70.1,496.58,,0.17,0.0,0.0,0.31,0.0,0.0,0.0,330.04536,779.62,,9.87,0.0,,235.0,226.0,3.0,0.0,283.0,282.0,1.0,0.0,0.0,49.5,,,313.17011099999996,49.5,0.0,0.0
2,975,31.0,9.0,,,0.0,0.0,0.0,1.0,0.0,31.0,,114.77,484.3,483.63,0.0,0.0,0.0,0.67,,0.0,0.0,,674.98,674.12,0.87,0.0,0.0,156.0,151.0,0.0,0.0,253.0,251.0,2.0,,0.0,45.0,0.1325,7.0,449.23764800000004,45.0,0.0,0.0
3,975,30.0,8.0,0.0,,0.0,0.0,0.0,1.0,0.0,30.0,0.0,41.23,328.53,328.43,0.0,0.0,0.0,0.1,0.0,0.0,0.0,85.542887,693.02,686.7,6.32,,0.0,122.0,121.0,0.0,,228.0,,2.0,0.0,0.0,45.0,0.95,6.0,71.403926,45.0,0.0,0.0
1,976,30.0,2.0,2.0,1.0,1.0,,1.0,1.0,0.0,29.0,5.0,66.42,,285.37,8.08,0.0,0.0,2.57,3.0,0.0,0.0,11.541718,230.1,225.78,4.32,0.0,0.0,241.0,228.0,6.0,0.0,188.0,,10.0,0.0,0.0,99.0,0.6425,1.0,10.026384,99.0,0.0,0.0
2,976,30.0,,4.0,,1.0,0.0,1.0,1.0,0.0,26.0,9.0,81.12,383.42,347.92,5.8,0.0,22.92,6.78,3.0,1.0,0.0,25.991837,286.9,279.7,,0.0,4.02,279.0,239.0,12.0,0.0,,182.0,5.0,0.0,5.0,221.0,0.4825,3.0,24.455968,221.0,,0.0
3,976,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,7.0,43.3,,345.9,5.03,0.0,9.47,0.48,0.0,0.0,,,,440.35,0.52,0.0,4.28,183.0,160.0,7.0,,132.0,129.0,1.0,0.0,2.0,155.0,12.184201182999999,1.0,4.361034,155.0,0.0,
1,977,30.0,21.0,,1.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,844.98,2544.33,2536.47,1.23,0.0,0.0,6.63,0.0,0.0,0.0,,1904.58,1903.03,1.55,0.0,,484.0,473.0,2.0,,338.0,336.0,2.0,0.0,0.0,50.12,0.205,,481.25489400000004,50.12,0.0,0.0
2,977,30.0,21.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,1.0,730.05,2985.83,2980.47,2.02,0.0,,3.34,0.0,0.0,0.0,365.63356600000003,1759.37,1747.33,,0.0,0.0,539.0,516.0,,0.0,354.0,353.0,1.0,0.0,0.0,49.64,1.8075,21.0,323.499388,49.64,0.0,0.0
3,977,30.0,28.0,0.0,1.0,0.0,0.0,0.0,,0.0,30.0,0.0,685.52,3079.22,3068.1,0.0,0.0,0.0,11.12,0.0,0.0,0.0,411.455467,1866.12,1864.85,1.27,0.0,0.0,452.0,442.0,0.0,0.0,286.0,284.0,2.0,,0.0,50.12,1.6775,28.0,367.216252,50.12,0.0,0.0
1,978,12.0,0.0,0.0,1.0,0.0,0.0,,0.0,,12.0,0.0,6.2,,18.3,,0.0,0.0,0.0,0.0,,0.0,0.0,61.93,61.93,0.0,0.0,0.0,24.0,24.0,0.0,0.0,46.0,46.0,0.0,0.0,,55.0,0.0,,,55.0,0.0,0.0
2,978,17.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.35,13.42,13.42,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,43.87,42.65,1.22,0.0,0.0,25.0,25.0,0.0,0.0,40.0,38.0,,0.0,,77.0,0.185,,0.0,77.0,0.0,0.0
3,978,18.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,2.08,19.72,19.72,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,23.17,22.8,0.37,,0.0,,33.0,0.0,,,29.0,1.0,0.0,0.0,150.0,,,0.0,150.0,0.0,0.0
1,979,29.0,29.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,1.0,46.63,235.2,233.98,0.68,0.0,0.0,0.54,0.0,0.0,0.0,43.578216,313.42,298.92,8.42,6.08,0.0,108.0,101.0,1.0,0.0,162.0,154.0,7.0,1.0,0.0,50.0,8.36571309,0.0,0.0,50.0,0.0,0.0
2,979,31.0,,2.0,1.0,1.0,,1.0,1.0,1.0,31.0,3.0,49.7,190.25,181.88,6.42,0.0,0.0,1.95,,0.0,0.0,49.644898,236.37,231.17,5.2,0.0,0.0,141.0,130.0,4.0,0.0,134.0,128.0,,0.0,0.0,59.0,0.6975,0.0,0.0,59.0,0.0,0.0
3,979,,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,1.0,35.83,189.2,184.92,4.08,0.0,0.0,0.2,1.0,0.0,0.0,21.28877,252.52,236.0,5.68,10.83,0.0,,102.0,1.0,0.0,85.0,83.0,1.0,1.0,,57.0,4.439978503,0.0,0.0,57.0,0.0,0.0
1,980,30.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,16.6,149.03,96.78,51.95,0.0,0.0,,0.0,1.0,,,445.47,321.95,123.52,0.0,,131.0,75.0,51.0,,331.0,242.0,89.0,0.0,0.0,122.5,88.7634462766667,30.0,,122.5,14.0,181.840015
2,980,28.0,14.0,7.0,1.0,1.0,0.0,1.0,1.0,0.0,27.0,24.0,14.62,172.35,120.28,,0.0,0.0,0.27,,17.0,0.0,849.743363,371.67,275.02,96.65,0.0,0.0,155.0,100.0,54.0,0.0,272.0,198.0,74.0,0.0,0.0,198.95,14.3225,13.0,75.221379,198.95,14.0,764.11831
3,980,30.0,6.0,3.0,1.0,1.0,0.0,1.0,,0.0,27.0,26.0,10.7,143.8,81.9,56.97,0.0,,4.93,0.0,3.0,0.0,3.9311589999999996,333.68,245.48,88.2,0.0,0.0,173.0,97.0,70.0,0.0,271.0,199.0,72.0,0.0,0.0,45.82,29.423874146666698,1.0,0.254812,20.82,6.0,3.6623360000000003
1,981,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,207.92,,948.77,0.02,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,1950.78,1949.25,1.53,0.0,0.0,274.0,273.0,,0.0,313.0,,1.0,0.0,0.0,,0.2325,0.0,0.0,45.6,0.0,0.0
2,981,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,,180.7,,843.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015497,,2113.5,0.38,0.0,0.0,236.0,236.0,0.0,0.0,313.0,312.0,,0.0,0.0,59.0,0.0575,0.0,0.0,59.0,0.0,0.0
3,981,31.0,30.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.0,,,1055.55,1055.55,0.0,0.0,0.0,0.0,0.0,0.0,,0.185772,2571.63,2571.63,0.0,0.0,0.0,281.0,281.0,0.0,0.0,315.0,315.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0
1,982,30.0,0.0,0.0,1.0,1.0,0.0,,0.0,,30.0,,139.73,629.52,593.87,30.65,0.0,0.0,5.0,,0.0,0.0,0.0,361.7,333.23,27.97,0.0,0.0,548.0,492.0,20.0,0.0,278.0,254.0,23.0,0.0,0.0,55.0,2.75,0.0,0.0,,0.0,0.0
2,982,31.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,31.0,,,617.02,525.22,90.2,0.0,0.0,1.6,1.0,0.0,0.0,0.0,379.9,348.4,31.5,0.0,0.0,575.0,494.0,65.0,0.0,418.0,369.0,49.0,0.0,0.0,79.69,4.4175,0.0,0.0,79.69,0.0,0.0
3,982,31.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,31.0,10.0,111.38,397.58,358.78,37.6,0.0,0.0,1.2,0.0,0.0,0.0,0.0,330.27,302.22,28.05,0.0,0.0,342.0,304.0,25.0,0.0,276.0,249.0,27.0,0.0,0.0,55.0,3.955,,0.0,55.0,0.0,0.0
1,983,25.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,25.0,12.0,67.07,348.9,332.53,16.37,0.0,0.0,0.0,0.0,,0.0,515.968054,118.87,108.95,9.92,0.0,0.0,,,,,,72.0,13.0,0.0,0.0,,1.2925,30.0,332.608649,65.0,0.0,0.0
2,983,,31.0,0.0,1.0,1.0,0.0,0.0,1.0,,28.0,12.0,48.4,410.98,365.57,43.32,,0.0,2.09,0.0,0.0,0.0,661.639195,,246.2,12.67,0.0,0.0,140.0,119.0,18.0,0.0,104.0,77.0,27.0,0.0,0.0,65.0,1.4075,31.0,442.92662699999994,65.0,0.0,0.0
3,983,27.0,31.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,25.0,10.0,39.43,270.62,,20.8,,0.0,0.12,,0.0,0.0,566.049837,146.18,131.13,15.05,0.0,0.0,121.0,110.0,10.0,0.0,65.0,52.0,13.0,0.0,0.0,65.6,,31.0,285.8852,65.6,,0.0
1,984,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,117.32,309.03,306.65,0.0,0.0,0.0,2.38,0.0,0.0,0.0,0.0,531.13,490.37,40.77,0.0,0.0,45.0,43.0,0.0,0.0,,57.0,,0.0,,75.0,6.1175,0.0,0.0,75.0,,0.0
2,984,23.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,84.72,586.62,584.43,1.43,0.0,0.0,0.76,,0.0,0.0,0.0,572.77,572.77,0.0,0.0,0.0,64.0,62.0,1.0,0.0,65.0,65.0,0.0,0.0,,55.0,0.0,,0.0,55.0,0.0,0.0
3,984,23.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,23.0,0.0,60.92,312.57,311.03,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.0,439.8,420.82,11.97,,0.0,,63.0,,0.0,50.0,45.0,4.0,1.0,0.0,55.41,21.622738295,0.0,0.0,55.41,,0.0
1,985,26.0,0.0,,1.0,1.0,0.0,0.0,,0.0,26.0,2.0,73.17,,108.7,1.28,,0.0,0.0,,0.0,0.0,0.0,60.65,60.18,0.0,0.0,0.0,65.0,63.0,2.0,0.0,39.0,38.0,0.0,0.0,0.0,57.2,0.0,0.0,0.0,57.2,0.0,0.0
2,985,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,16.07,57.88,,3.77,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,137.9,137.9,0.0,0.0,0.0,39.0,34.0,5.0,0.0,59.0,59.0,0.0,0.0,0.0,54.64,0.0,0.0,0.0,54.64,0.0,0.0
3,985,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,4.05,47.68,46.72,0.97,,0.0,-0.01,0.0,0.0,,,80.57,80.57,0.0,0.0,0.0,54.0,,2.0,0.0,54.0,54.0,0.0,0.0,0.0,58.1,0.0,0.0,0.0,58.1,0.0,0.0
1,986,5.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.63,,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,503.78,499.37,4.42,0.0,0.0,5.0,2.0,0.0,0.0,90.0,84.0,6.0,,0.0,0.0,0.585,0.0,,0.0,0.0,0.0
2,986,3.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,350.68,337.37,,0.0,0.0,3.0,0.0,0.0,0.0,95.0,85.0,10.0,0.0,0.0,0.0,2.01,0.0,0.0,0.0,0.0,0.0
3,986,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.13,162.43,5.7,,0.0,0.0,0.0,0.0,0.0,53.0,44.0,9.0,0.0,0.0,0.0,0.635,0.0,0.0,0.0,0.0,
1,987,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,26.82,66.48,65.78,0.7,0.0,0.0,0.0,0.0,,0.0,0.0,324.82,323.75,1.07,0.0,0.0,20.0,19.0,1.0,0.0,38.0,,,0.0,0.0,12.6,0.1625,0.0,0.0,12.6,0.0,0.0
2,987,17.0,0.0,,,0.0,1.0,0.0,0.0,0.0,17.0,0.0,5.77,47.58,46.77,0.0,0.82,0.0,-0.01,0.0,,0.0,0.0,140.67,139.18,1.48,0.0,,22.0,21.0,0.0,1.0,38.0,36.0,2.0,0.0,0.0,19.5,0.225,0.0,0.0,19.5,,0.0
3,987,14.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,13.0,3.0,13.72,,49.52,1.43,0.0,0.0,,0.0,0.0,0.0,0.0,139.38,138.48,0.9,0.0,0.0,18.0,15.0,3.0,0.0,40.0,39.0,1.0,0.0,,14.8,,0.0,0.0,14.8,0.0,0.0
1,988,,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,27.0,2.0,40.02,152.32,100.68,2.87,0.0,0.0,48.77,0.0,0.0,0.0,0.0,1422.33,1385.07,37.27,0.0,0.0,343.0,,,,336.0,327.0,9.0,,0.0,0.0,5.6475,0.0,0.0,0.0,0.0,0.0
2,988,29.0,20.0,11.0,1.0,1.0,0.0,,1.0,0.0,25.0,2.0,213.48,764.88,645.02,74.03,,,45.83,54.0,0.0,,4240.161345,465.55,445.58,14.17,5.8,0.0,515.0,399.0,,0.0,301.0,289.0,6.0,6.0,0.0,,4.58646109231667,20.0,4206.39502,25.0,0.0,0.0
3,988,31.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,69.25,654.35,567.08,2.1,0.02,0.0,85.15,1.0,0.0,0.0,0.0,3635.63,3145.37,50.1,440.17,0.0,,454.0,,1.0,848.0,755.0,30.0,63.0,0.0,27.0,152.040174539,0.0,0.0,10.0,0.0,0.0
1,989,28.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,28.0,9.0,59.7,496.72,491.73,4.98,,0.0,0.01,0.0,0.0,,0.0,647.65,643.77,,0.0,0.0,253.0,242.0,11.0,0.0,227.0,,8.0,0.0,,56.5,0.545,0.0,0.0,56.5,0.0,0.0
2,989,30.0,0.0,0.0,1.0,1.0,0.0,,,0.0,30.0,7.0,95.83,366.77,359.47,5.15,0.0,0.0,2.15,0.0,0.0,,0.0,,702.22,7.1,0.0,0.0,,,,0.0,218.0,212.0,6.0,0.0,0.0,60.0,1.39,0.0,0.0,60.0,0.0,0.0
3,989,28.0,0.0,,,1.0,0.0,0.0,0.0,0.0,28.0,4.0,51.23,325.7,321.12,4.42,0.0,0.0,,0.0,0.0,0.0,0.0,515.65,512.08,3.57,0.0,0.0,200.0,194.0,5.0,,195.0,190.0,5.0,0.0,0.0,,,0.0,0.0,55.34,0.0,0.0
1,990,29.0,19.0,2.0,1.0,1.0,,1.0,1.0,0.0,29.0,7.0,324.45,,1146.35,14.2,0.0,0.0,0.0,4.0,0.0,0.0,1119.001141,944.63,926.32,,0.0,0.0,266.0,254.0,12.0,0.0,208.0,195.0,13.0,0.0,0.0,110.5,2.7675,19.0,1083.760735,110.5,0.0,0.0
2,990,31.0,14.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,31.0,6.0,102.87,625.52,618.78,5.82,,0.0,0.92,0.0,0.0,0.0,78.77258499999999,709.9,704.12,5.78,0.0,0.0,,240.0,,0.0,188.0,179.0,9.0,0.0,0.0,105.0,0.265,14.0,78.77258499999999,105.0,0.0,0.0
3,990,31.0,25.0,0.0,1.0,,0.0,,1.0,0.0,31.0,9.0,56.25,553.48,,30.87,0.0,0.0,-0.01,0.0,0.0,0.0,2340.1760329999997,,481.58,6.13,0.0,0.0,207.0,198.0,9.0,0.0,184.0,175.0,9.0,0.0,0.0,106.5,0.9375,25.0,2290.2422109999998,106.5,0.0,0.0
1,991,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0.47,0.08,0.0,0.0,,,0.0,0.0,0.0,0.0,38.45,38.3,0.15,0.0,0.0,4.0,1.0,0.0,0.0,28.0,27.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
2,991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,31.38,31.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,991,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.15,36.15,0.0,0.0,0.0,2.0,0.0,0.0,0.0,24.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,992,29.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,79.4,470.77,467.0,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.18,389.12,3.42,5.65,0.0,286.0,282.0,4.0,0.0,256.0,246.0,4.0,6.0,0.0,67.0,3.13620591425,0.0,0.0,67.0,0.0,0.0
2,992,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,3.0,127.07,448.6,445.7,2.9,0.0,0.0,,0.0,0.0,0.0,,407.42,399.73,2.02,5.67,0.0,258.0,255.0,3.0,0.0,229.0,222.0,5.0,2.0,0.0,68.0,25.850878327199997,0.0,0.0,68.0,0.0,0.0
3,992,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,31.0,9.0,53.32,318.77,307.9,10.73,0.0,0.0,0.14,0.0,0.0,0.0,0.0,220.37,217.95,2.42,0.0,0.0,217.0,206.0,10.0,0.0,163.0,161.0,2.0,0.0,,88.5,0.3675,0.0,,,0.0,0.0
1,993,22.0,9.0,4.0,,1.0,0.0,1.0,1.0,0.0,16.0,14.0,17.05,85.07,33.27,51.8,0.0,0.0,0.0,4.0,5.0,0.0,,,96.62,24.25,0.0,0.0,48.0,26.0,,0.0,63.0,46.0,,,0.0,63.0,3.1225,9.0,62.971792,63.0,0.0,
2,993,26.0,31.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,25.0,19.0,,,64.92,53.18,0.0,0.0,0.0,1.0,2.0,0.0,118.04155800000001,109.48,94.18,15.28,0.02,,75.0,41.0,34.0,0.0,,38.0,10.0,1.0,0.0,61.0,2.38972484433333,31.0,115.88545,61.0,0.0,0.0
3,993,25.0,31.0,0.0,1.0,,0.0,0.0,1.0,0.0,15.0,11.0,,117.25,33.8,83.38,0.0,0.0,,0.0,,0.0,67.227812,97.5,78.0,19.5,0.0,0.0,40.0,26.0,12.0,0.0,52.0,39.0,13.0,0.0,,55.0,,31.0,,55.0,0.0,0.0
1,994,28.0,0.0,2.0,1.0,1.0,1.0,,0.0,0.0,28.0,1.0,157.17,593.98,,2.85,2.5,0.0,2.15,1.0,1.0,0.0,0.0,462.13,446.67,15.47,,0.0,306.0,277.0,,7.0,,225.0,10.0,0.0,0.0,82.13,2.5434599675,0.0,0.0,82.13,0.0,0.0
2,994,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,31.0,2.0,76.42,310.53,293.68,2.03,,0.0,3.05,0.0,0.0,0.0,0.0,284.73,269.03,1.18,14.52,0.0,220.0,,2.0,20.0,134.0,126.0,2.0,6.0,0.0,117.3,4.653361754,0.0,,117.3,0.0,0.0
3,994,31.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,9.0,92.57,378.38,361.67,5.9,6.83,0.0,3.98,0.0,0.0,0.0,0.0,282.27,260.22,22.05,0.0,0.0,250.0,195.0,15.0,9.0,198.0,180.0,18.0,,0.0,84.1,0.9475,0.0,0.0,,0.0,0.0
1,995,28.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,28.0,1.0,100.75,254.75,254.22,0.3,0.0,0.0,0.23,0.0,0.0,0.0,0.0,168.05,168.05,0.0,0.0,0.0,90.0,88.0,1.0,0.0,83.0,83.0,0.0,0.0,0.0,32.1,0.0,,0.0,32.1,0.0,0.0
2,995,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,90.52,380.85,380.6,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,124.68,124.68,0.0,0.0,0.0,93.0,90.0,,0.0,72.0,72.0,0.0,0.0,0.0,,0.0,0.0,0.0,40.85,0.0,0.0
3,995,24.0,0.0,0.0,1.0,0.0,,0.0,,0.0,24.0,0.0,178.9,415.13,415.12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,,38.12,,0.0,0.0,,75.0,,0.0,22.0,22.0,0.0,0.0,0.0,40.85,0.0,0.0,0.0,40.85,0.0,0.0
1,996,30.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,30.0,4.0,174.62,648.6,639.87,7.53,0.0,0.0,1.2,0.0,0.0,0.0,0.0,239.98,234.23,5.75,0.0,0.0,138.0,131.0,,0.0,63.0,60.0,3.0,0.0,0.0,,0.8625,0.0,0.0,82.6,0.0,0.0
2,996,29.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,28.0,6.0,,611.93,591.93,18.12,0.0,0.0,1.88,0.0,0.0,0.0,0.0,415.35,401.3,,0.0,0.0,123.0,111.0,9.0,0.0,93.0,75.0,18.0,0.0,,92.3,2.1325,0.0,0.0,92.3,0.0,0.0
3,996,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,4.0,93.73,422.95,418.88,4.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,440.35,436.62,3.73,0.0,0.0,124.0,,5.0,0.0,90.0,87.0,3.0,0.0,0.0,84.28,0.565,0.0,0.0,84.28,0.0,0.0
1,997,30.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,26.0,19.0,24.57,193.5,77.1,111.3,0.0,0.0,5.1,0.0,2.0,0.0,0.00086,138.92,65.67,73.25,0.0,0.0,333.0,132.0,162.0,0.0,166.0,71.0,,0.0,0.0,326.93,11.16,0.0,0.0,106.93,0.0,0.0
2,997,30.0,10.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,,28.33,372.95,198.72,162.5,0.0,0.0,11.73,2.0,39.0,0.0,0.034039,178.02,,99.27,0.0,0.0,458.0,127.0,286.0,,217.0,,111.0,,0.0,370.72,15.722666666666699,0.0,0.0,205.72,0.0,0.0
3,997,26.0,,5.0,1.0,1.0,0.0,1.0,1.0,0.0,20.0,21.0,18.78,149.12,44.0,,0.0,0.0,8.35,2.0,5.0,,,119.2,73.8,,0.0,0.0,299.0,77.0,173.0,0.0,123.0,57.0,66.0,0.0,0.0,329.51,7.17,4.0,2881.46727,124.51,0.0,0.0
1,998,24.0,1.0,,1.0,1.0,0.0,0.0,1.0,0.0,,6.0,,,90.95,6.65,0.0,0.0,0.35,0.0,,,0.00021600000000000002,150.95,133.73,17.22,0.0,,66.0,53.0,9.0,0.0,67.0,55.0,12.0,0.0,0.0,51.2,2.6125,0.0,0.0,51.2,0.0,
2,998,20.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,16.0,7.0,,123.05,113.57,9.48,0.0,0.0,0.0,0.0,0.0,0.0,0.00021600000000000002,132.92,123.5,,0.0,0.0,55.0,48.0,7.0,0.0,44.0,35.0,9.0,0.0,0.0,45.6,1.42,0.0,0.0,45.6,0.0,
3,998,14.0,1.0,,1.0,1.0,,0.0,1.0,0.0,11.0,5.0,0.0,72.18,69.0,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.00021600000000000002,55.87,37.62,18.25,0.0,0.0,32.0,27.0,5.0,0.0,21.0,13.0,,0.0,0.0,45.0,2.745,0.0,0.0,45.0,0.0,0.0
1,999,28.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,28.0,2.0,,112.18,109.17,,0.0,0.0,0.04,0.0,0.0,0.0,0.0,175.88,174.77,1.12,0.0,0.0,112.0,106.0,5.0,0.0,64.0,61.0,3.0,0.0,0.0,48.0,0.1725,0.0,0.0,48.0,,0.0
2,999,31.0,0.0,0.0,,0.0,0.0,0.0,,0.0,31.0,0.0,80.4,380.9,380.75,0.0,0.0,0.0,0.15,0.0,0.0,0.0,,144.53,123.48,21.05,0.0,0.0,145.0,143.0,0.0,,49.0,46.0,3.0,0.0,0.0,45.0,3.16,0.0,0.0,45.0,,0.0
3,999,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,140.75,302.67,302.13,0.53,0.0,0.0,0.01,0.0,0.0,0.0,0.0,168.1,160.95,,0.0,0.0,145.0,144.0,1.0,0.0,54.0,52.0,2.0,0.0,0.0,55.6,1.0775,0.0,0.0,55.6,0.0,0.0
